"","danceability","energy","instrumentalness","liveness","mode","speechiness","tempo","valence","like"
"798",0.598,0.885,0.00265,0.107,0,0.0383,87.914,0.593,1
"428",0.569,0.857,0.0145,0.141,1,0.0337,104.981,0.291,1
"1065",0.501,0.836,0,0.152,0,0.0491,159.863,0.627,0
"1675",0.537,0.624,2.2e-06,0.116,1,0.325,102.315,0.4,0
"408",0.508,0.325,0.00259,0.188,1,0.037,92.187,0.271,1
"748",0.359,0.662,0,0.0907,1,0.0466,152.096,0.296,1
"1794",0.704,0.604,0,0.0835,1,0.0308,115.48,0.486,0
"819",0.873,0.504,0,0.121,1,0.166,145.995,0.647,1
"1204",0.715,0.655,0,0.115,1,0.137,95.078,0.557,0
"351",0.837,0.492,0.0401,0.102,1,0.354,85.951,0.407,1
"1228",0.772,0.648,0,0.269,1,0.0612,129.966,0.744,0
"112",0.683,0.71,0,0.086,1,0.114,128.181,0.93,1
"1913",0.295,0.593,0,0.236,1,0.0555,85.482,0.361,0
"273",0.609,0.641,0.585,0.105,1,0.0266,84.957,0.0844,1
"1142",0.44,0.413,1.7e-05,0.103,0,0.0446,131.659,0.125,0
"1889",0.6,0.811,6.82e-06,0.109,1,0.0788,124.303,0.601,0
"1541",0.526,0.17,0.777,0.114,0,0.0411,117.414,0.173,0
"1159",0.87,0.502,0.00356,0.0916,0,0.0549,82.53,0.676,0
"1836",0.658,0.696,0,0.131,1,0.0707,85.998,0.655,0
"479",0.702,0.773,0.00165,0.651,1,0.214,100.006,0.484,1
"179",0.787,0.658,0.0152,0.13,0,0.0324,110.983,0.867,1
"1953",0.764,0.811,0.000112,0.198,1,0.0323,95.024,0.967,0
"1452",0.531,0.769,0,0.305,0,0.063,77.351,0.454,0
"1201",0.599,0.803,0.137,0.129,0,0.0986,126.057,0.254,0
"909",0.786,0.963,0.0012,0.169,0,0.127,94.63,0.9,1
"468",0.823,0.811,0.0745,0.176,1,0.0661,104.63,0.718,1
"1558",0.399,0.307,0.623,0.115,1,0.0347,116.308,0.0621,0
"121",0.888,0.483,4.85e-06,0.0926,1,0.154,125.008,0.221,1
"721",0.35,0.844,0,0.177,0,0.0438,114.64,0.107,1
"1139",0.608,0.841,0.0573,0.121,1,0.0464,167.969,0.25,0
"686",0.599,0.533,0.00153,0.235,0,0.0472,122.262,0.609,1
"1769",0.408,0.582,0,0.159,1,0.0508,114.926,0.34,0
"864",0.86,0.857,0.38,0.0694,1,0.0933,121.999,0.826,1
"1237",0.475,0.672,0,0.117,1,0.0329,77.857,0.382,0
"1376",0.743,0.886,0.00267,0.714,0,0.0831,109.961,0.397,0
"1235",0.322,0.508,0.00297,0.152,1,0.0341,155.128,0.191,0
"254",0.723,0.687,5.83e-05,0.137,0,0.0373,95.237,0.867,1
"420",0.633,0.926,0.689,0.156,1,0.0404,152.032,0.512,1
"1726",0.635,0.53,0,0.118,1,0.0328,116.631,0.204,0
"1205",0.786,0.857,0,0.112,1,0.0734,110.038,0.602,0
"270",0.836,0.537,0.00103,0.0805,0,0.261,160.188,0.43,1
"1371",0.483,0.747,0.000409,0.24,1,0.0549,80.117,0.223,0
"1253",0.497,0.604,0,0.299,1,0.0313,131.935,0.225,0
"144",0.34,0.805,0,0.138,1,0.0387,167.922,0.654,1
"1019",0.794,0.801,0,0.0799,1,0.271,147.072,0.73,1
"668",0.854,0.46,0,0.128,0,0.14,97.512,0.492,1
"769",0.857,0.981,0.000157,0.0875,1,0.12,148.009,0.709,1
"1320",0.336,0.983,0.00362,0.257,0,0.128,113.711,0.131,0
"256",0.586,0.671,0.916,0.0521,0,0.0445,91.412,0.771,1
"101",0.63,0.98,0.00661,0.487,1,0.059,108.009,0.805,1
"93",0.876,0.606,1.06e-05,0.14,1,0.0645,127.975,0.249,1
"1540",0.446,0.242,0.497,0.105,1,0.0368,126.681,0.176,0
"1816",0.679,0.657,0,0.0497,1,0.0255,97.8,0.558,0
"1958",0.959,0.545,0,0.15,1,0.0623,115.266,0.733,0
"1695",0.393,0.505,0,0.101,1,0.0289,163.938,0.205,0
"628",0.635,0.459,0.000184,0.077,1,0.0491,114.865,0.345,1
"637",0.9,0.929,2.04e-05,0.524,1,0.148,129.991,0.566,1
"1129",0.648,0.833,0.001,0.127,1,0.0543,108.001,0.301,0
"288",0.525,0.797,5e-06,0.152,0,0.0656,100.518,0.769,1
"172",0.584,0.68,1.03e-06,0.129,0,0.0524,104.89,0.326,1
"45",0.64,0.819,0,0.156,1,0.455,166.012,0.624,1
"501",0.444,0.978,0.778,0.171,1,0.0998,125.371,0.463,1
"393",0.61,0.791,0,0.0847,0,0.101,85.338,0.938,1
"1973",0.854,0.903,0.00576,0.316,0,0.147,131.02,0.818,0
"1768",0.701,0.457,0,0.054,0,0.0311,127.925,0.292,0
"835",0.575,0.641,0.0121,0.211,0,0.0325,91.714,0.901,1
"1539",0.326,0.0575,0.887,0.281,1,0.0393,127.397,0.311,0
"626",0.805,0.634,0,0.0579,1,0.0535,143.944,0.76,1
"230",0.621,0.796,0.187,0.0719,0,0.0327,140.012,0.288,1
"1116",0.832,0.608,0,0.0761,0,0.0385,94.013,0.579,0
"1310",0.242,0.96,0.0562,0.0923,1,0.306,169.896,0.199,0
"1633",0.713,0.81,0,0.0936,0,0.0918,130.006,0.667,0
"936",0.756,0.853,0.000562,0.115,0,0.0525,100.004,0.426,1
"1475",0.626,0.748,0,0.123,1,0.0345,121.067,0.217,0
"1008",0.732,0.974,0,0.0853,1,0.168,137.905,0.713,1
"707",0.66,0.763,0.0389,0.0637,0,0.0636,137.932,0.661,1
"1005",0.832,0.854,0,0.0802,1,0.296,136.213,0.583,1
"260",0.413,0.676,0,0.1,0,0.241,71.607,0.601,1
"486",0.67,0.897,0.0021,0.293,0,0.0922,127.994,0.294,1
"1743",0.798,0.862,1.65e-06,0.168,0,0.0336,100.031,0.893,0
"1138",0.63,0.815,0,0.091,1,0.152,88.357,0.814,0
"330",0.838,0.537,0.799,0.0991,1,0.116,121.986,0.357,1
"699",0.7,0.675,0,0.657,1,0.149,124.882,0.227,1
"299",0.753,0.9,0.000102,0.165,0,0.0322,119.72,0.967,1
"709",0.528,0.514,0.0894,0.0725,1,0.133,122.872,0.428,1
"203",0.769,0.712,2.12e-06,0.103,0,0.029,120.975,0.948,1
"1396",0.598,0.515,4.91e-06,0.164,0,0.0363,117.762,0.377,0
"1715",0.599,0.888,0,0.28,0,0.0514,121.05,0.84,0
"1066",0.425,0.372,0.0148,0.0733,1,0.03,79.456,0.297,0
"735",0.57,0.742,0.177,0.0993,1,0.0366,127.193,0.039,1
"961",0.767,0.686,0.91,0.111,1,0.0461,114.07,0.578,1
"732",0.841,0.733,0,0.174,1,0.142,130.009,0.291,1
"869",0.313,0.872,2.26e-05,0.15,0,0.0733,122.362,0.389,1
"886",0.867,0.669,0.683,0.0583,0,0.0573,121.99,0.696,1
"1373",0.751,0.489,3.57e-06,0.177,1,0.0343,140.013,0.468,0
"1158",0.741,0.559,0.000971,0.21,1,0.03,101.999,0.441,0
"483",0.469,0.821,0.00914,0.258,0,0.0397,173.964,0.226,1
"1628",0.412,0.871,0.000128,0.2,0,0.0458,125.043,0.132,0
"1298",0.455,0.994,0.0012,0.0908,0,0.193,125.035,0.0703,0
"1195",0.635,0.691,0,0.097,1,0.258,82.142,0.63,0
"1164",0.747,0.592,1.48e-05,0.124,1,0.0457,110.991,0.16,0
"1424",0.541,0.609,0,0.179,1,0.127,158.314,0.298,0
"465",0.718,0.844,0.711,0.122,1,0.0581,94.988,0.54,1
"1528",0.425,0.136,0.921,0.127,1,0.0293,168.527,0.227,0
"1050",0.523,0.725,6.96e-06,0.0937,1,0.0339,155.855,0.52,0
"1461",0.529,0.739,0.000255,0.39,0,0.0543,149.915,0.403,0
"955",0.663,0.602,8.81e-05,0.118,1,0.132,149.51,0.899,1
"1612",0.369,0.801,0,0.266,1,0.384,128.09,0.311,0
"1735",0.571,0.87,6.6e-06,0.0564,0,0.0641,172.716,0.815,0
"1602",0.236,0.0632,0.452,0.101,0,0.0439,133.959,0.0559,0
